Cook,static/img/jobs/cook.svg
Sales,static/img/jobs/sales.svg
Delivery,static/img/jobs/delivery-boy.svg
Driver,static/img/jobs/driver.svg
Labour,static/img/jobs/labour.svg
HouseKeeping,static/img/jobs/housekeeper.svg
Waiter,static/img/jobs/waiter.svg
Electrician,static/img/jobs/electrician.svg
Plumber,static/img/jobs/plumber.svg
Carpentry,static/img/jobs/carpenter.svg
Mechanic,static/img/jobs/mechanic.svg
